,headlines,text
2615,Kohli needs to understand how coaches operate: Ganguly,"Cricket Advisory Committee member Sourav Ganguly has said skipper Virat Kohli needs to understand how coaches operate. However, the former captain said they will announce the new coach after consulting Kohli. ""He has not sent any names, he has no inputs but we feel he is the captain, which is the most important thing in Indian cricket,"" said Ganguly."
2616,"UP Police to get in new, polite anti-Romeo squads","The anti-Romeo squad in Uttar Pradesh, which drew criticism for moral policing in the name of women safety, is coming back with a polite, observant and trained set of personnel. The state's DGP said the squad was being trained to distinguish a molester from a friend, adding there would be no more 'murga punishments', shaving of heads, blackening of faces."
2617,What is the Malabar naval exercise?,"The Malabar naval exercise is like mock battle involving practice sessions of naval ships, vessels, submarines, etc. It started in 1992 as an annual bilateral exercise between India and US, while Japan was permanently added in 2015, making it a trilateral exercise. The 21st edition of the naval exercise will see participation of 16 ships, 95 aircraft and two submarines."
2618,India's Asian Athletics champs receive ?10 lakh cash reward,"Odisha CM Naveen Patnaik felicitated all Indian athletes who won medals at the recently concluded Asian Athletics Championships in the state. The CM awarded ?10 lakh each to gold medalists, ?7.5 lakh each to silver medalists and ?5 lakh each to bronze winners. India finished with 29 medals at the event, including 12 gold, five silver and 12 bronze."
2619,Dileep arrested in Malayalam actress abduction case,"Actor Dileep was arrested on Monday in connection with the abduction and assault case of Malayalam actress, which took place in February 2017. Earlier, Dileep got linked to the case after his name was mentioned in a letter of a jail inmate, who shared the cell with the prime accused Pulsar Suni. Dileep has claimed that he doesn't know Suni."
2620,What is the Reliance Jio breach that put users data online?,"The Reliance Jio data breach refers to customer data being posted on a website called 'magicapk.com'. The site required people to enter Jio numbers in the search field, which then revealed user details. This included ?sensitive details? like names and email IDs. Although the site has been suspended, the leaked data may reportedly be on sale on dark web forums."
2621,Arjun to replace Akshay in Namastey London sequel: Report,"According to reports, Arjun Kapoor will replace Akshay Kumar in Namastey England, a sequel to the 2007 Vipul Shah directed film Namastey London. A source said, ""Arjun was keen...but he wanted to make sure that Akshay had no problems about the franchise moving forward without him."" Namastey England, like the first film, will reportedly be shot in Punjab and UK."
2622,Cong takes U-turn on Rahul Gandhi's meet with Chinese envoy,"The Congress on Monday took a U-turn on party Vice President Rahul Gandhi's meeting with the Chinese ambassador to India, Luo Zhaohui, on July 8 in Delhi amid the ongoing China-India border standoff. While the Congress had earlier termed the reports of Gandhi meeting Zhaohui as ""fake news"", the political party later acknowledged that the ""courtesy meeting"" did take place."
2623,Swaraj asks Geeta not to leave home without informing anyone,"Union Minister Sushma Swaraj has advised Geeta, the deaf-mute woman who was brought from Pakistan to India, not to leave her premises without informing anyone. This comes after she went missing on July 6 for a brief period from Indore's Institute for Speech and Hearing Impaired, following which a search operation was launched and she was found at a temple."
2624,Credit to Kohli for staying out of coach selection: Ganguly,"Cricket Advisory Committee member Sourav Ganguly said Team India skipper Virat Kohli has not made any suggestions in the coach selection process. ""We will speak to Virat and the announcement will be made...Virat, who we respect so much, is an important cog in this wheel. Credit needs to be given to him for staying out of this process,"" said Ganguly."
2625,CBFC Chief Pahlaj responds to Jagga Jasoos's U/A certificate,"Responding to 'Jagga Jasoos' being given a U/A certificate, Censor Board chief Pahlaj Nihalani said, ""Let the film release. The world will see why we think it is necessary for children to be accompanied by an adult."" The CBFC hasn't recommended any cuts in the film. Starring Ranbir Kapoor and Katrina Kaif, 'Jagga Jasoos' will release on July 14."
2626,?10L compensation for J&K man used as human shield by Army,Jammu and Kashmir Human Rights Commission has asked the state to give ?10 lakh within six weeks as compensation to the man who was used as a human shield by Army to avoid stone pelting. The man was tied to a military jeep by Major NL Gogoi on April 9. Gogoi claimed that his act saved at least 12 lives.
2627,"Bus service between Poonch, PoK stopped amid tension at LoC","The Indian authorities have stopped the bus service between Poonch and Rawalakot in Pakistan-occupied Kashmir after tensions along the LoC escalated as Pakistan continued to violate ceasefire. As per the understanding between Indian and Pakistan governments, the Paigam-e-Aman bus service operates between the two areas and exchange of citizens takes place on the basis of permit system every Monday."
2628,Lashkar terrorist from UP arrested in Kashmir,"The Jammu and Kashmir Police on Monday arrested a man belonging to Uttar Pradesh's Muzaffarnagar area for allegedly working as a Lashkar-e-Taiba terrorist. As per reports, the man, identified as Sandeep Kumar Sharma alias Adil, was part of the three attacks on security forces in the last month. He allegedly sheltered terrorists and ferried them from one place to another."
2629,"Lightning kills 19 in UP, Bihar; 26 killed in Assam floods","At least 19 people were killed in different incidents of lightning strikes in Uttar Pradesh and Bihar. The most severely hit was Bihar, where 16 people died and two were injured in seven districts due to the strikes. Meanwhile, the death toll in Assam rose to 26 after one more life was claimed by the floods."
2630,Lalu's son won't resign as Bihar Deputy CM: RJD over raids,"The Rashtriya Janata Dal (RJD) MLAs today said that party chief Lalu Prasad Yadav's son Tejashwi Yadav will not resign as the Bihar Deputy Chief Minister over the CBI raids on Yadav family's properties. Notably, after an FIR was registered against Tejashwi Yadav for acquiring Benami property, the BJP has been demanding to sack him from the Cabinet."
2631,India top Asian Athletics C'ships medals tally for 1st time,"India bagged a total of 29 medals including 12 golds to top the medals tally at the Asian Athletics Championships for the first time ever. China, who have dominated the event from 1983 up until the last edition, finished second with overall 20 medals including 8 golds. India's 29 medals is also their highest-ever medal haul in the event's history."
2632,One killed as Swift Dzire tries to overtake Lamborghini,"An accident on the Noida Expressway on Saturday killed one person, after a Swift Dzire attempted to overtake a Lamborghini. The incident, caught on CCTV, shows the Dzire intercepting the lane in which the Lamborghini was driving. Following the interception, the Lamborghini steered to the other side, hitting an Eeco, which toppled and landed outside the expressway, killing the driver."
2633,Sachin's coach Ramakant Achrekar felicitated on Guru Purnima,"Sachin Tendulkar's childhood coach Ramakant Achrekar was felicitated in Mumbai on the occasion of Guru Purnima on Sunday. The event was attended by Achrekar's former prot g s including Vinod Kambli, Pravin Amre and Sameer Dighe. Sachin could not make it to the event since he was out of the country, but thanked his coach through a Twitter post."
2634,Delhi government to ban shared cab rides,"The Delhi government, under its City Taxi Scheme, 2017, is planning to prevent cab aggregators including Uber Pool and Ola Share from offering shared rides. Cab aggregators have 'contract carriage permits', which only allows point-to-point transportation with no stopovers on the route of a ride, according to officials. The scheme is in the final stages of scrutiny before being implemented."
2635,Panel seeks details on Air India disinvestment decision,A parliamentary panel has reportedly sought explanation on the reasons behind Air India's disinvestment decision from the Civil Aviation Ministry. The Aviation Secretary has been asked to appear before the panel on July 12. Reports said the issue was raised by Congress member and former Minister of State for Civil Aviation KC Venugopal.
2636,Nothing going on: Richa on rumours of dating Angad Bedi,"Actress Richa Chadha has denied rumours of dating Pink actor Angad Bedi, adding, ""There is nothing going on like that."" Richa and Angad will be seen together in the upcoming web series Inside Edge. A source had previously said, ""They (Richa and Angad) hadn't met until they started to work together and have been spending time together since."" "
2637,Differently-abled people to get quota in 3AC lower berths,"The Indian Railways has fixed a quota for the lower berth in third AC coaches of trains for 'divyangs', or the differently-abled, reports said. Currently, the provision is available only in sleeper class. Recently, an inquiry was ordered after a wheelchair-bound para-athlete, Suvarna Raj, was forced to sleep on the floor after being denied a lower berth on a train. "
2638,St Teresa's blue-bordered sari trademarked,"Saint Teresa's blue-bordered sari was recognised as an Intellectual Property of the Missionaries of Charity after she was cannonised last year, reports said. The charity made the trademark public recently after it witnessed ""unfair usage of the design across the globe."" It is the first time that a uniform has been protected under the Intellectual Property rights, reports added."
2639,Mercedes' Valtteri Bottas wins Austrian Grand Prix,"Mercedes' Formula One driver Valtteri Bottas, who began on pole, won the Austrian Grand Prix on Sunday. Bottas finished ahead of Sebastian Vettel and Daniel Ricciardo, who finished second and third respectively. Three-time Formula One champion, Mercedes' Lewis Hamilton finished fourth in the race. Notably, Vettel leads the driver standings with 171 points, 20 ahead of Hamilton."
2640,BJP takes responsibility to get Pak-returned Geeta married,"Union Minister Sushma Swaraj on Saturday said the government will provide assistance in getting Geeta, the deaf and mute Pakistan-returned girl, married to a groom of her choice. Swaraj added that the marriage would be solemnised by Madhya Pradesh CM Shivraj Singh Chouhan. Geeta had accidentally crossed India-Pakistan border and returned in 2015 after spending 13 years in Pakistan."
2641,"Sara's debut film opposite Sushant to release in June, 2018","Sara Ali Khan's debut Bollywood film Kedarnath opposite Sushant Singh Rajput is set to release in June next year. Sharing the details, Bollywood trade analyst Taran Adarsh tweeted that the film, which is being directed by Abhishek Kapoor, will be produced by Balaji Motion Pictures and KriArj Entertainment. The film's shooting is expected to start later this year."
2642,Four paintings by Hitler sold for only ?6.24 lakh,"Four paintings created by German dictator Adolf Hitler have been sold for a total of  7,500 (?6.24 lakh), much lower than the estimated price, at an auction in the UK. The artworks all bear the signature 'A Hitler' and are dated in the early 1900s. Notably, the paintings had been expected to fetch between  5,000 and  7,000 each."
2643,I'm confident Kajol will be there in VIP 3: Dhanush,"Actor Dhanush, during a press meet of his upcoming film VIP 2 with Kajol, has said that he is confident that Kajol will be a part of VIP 3. He further said, ""It was really fascinating to share screen space with her. My performance went a notch up."" Kajol is returning to Tamil cinema after 20 years with VIP 2. "
2644,Terrorists planning to attack Delhi's Hauz Khas: Govt,"Terrorists are planning a terror attack on the eateries in Delhi's Hauz Khas, according to input by the Intelligence Bureau. It added that the attack might be aimed at foreign nationals attending the areas, and might also be carried out by a foreigner to hide the terrorists' identity. The police has asked all cafes and restaurants to monitor CCTVs."
2645,Monorails come face-to-face to rescue stranded passengers,"Monorail services were disrupted on Saturday evening in Mumbai after a train stopped functioning due to a power failure, following which authorities deployed another to tow it away and rescue stranded passengers. Pictures of the two trains, which seemingly came face-to-face, led to speculations that a head-on collision was averted but authorities denied reports of two trains nearly crashing."
2646,"PM seeks UK's help in return of Vijay Mallya, Lalit Modi","Prime Minister Narendra Modi on Saturday sought British PM Theresa May's help to ensure UK's cooperation to bring back economic offenders including fugitive liquor baron Vijay Mallya and former IPL chief Lalit Modi. Mallya is wanted for default on loans worth nearly ?9,000 crore while Lalit Modi is wanted for a money laundering probe."
2647,"Krishna Land theme park proposed in UP, Yogi shows interest","A 'Krishna Land' theme park on the lines of Disneyland and a walkalator between Agra Fort and Taj Mahal were among the projects proposed during a recent Lucknow meeting. UP CM Yogi Adityanath has reportedly shown interest in Krishna Land, asking for a proposal soon. Other proposals included a 'hop on - hop off' bus service in Agra."
2648,Paris to host summit on second anniversary of climate deal,"Speaking at the G20 summit on Saturday, French President Emmanuel Macron announced that Paris will host a summit on December 12 to address financing issues on the 2015 Paris climate agreement. Macron added that the summit would aim to mobilise private and public financing for the projects committed to in the Paris agreement."
2649,All G20 countries except US vow to fight climate change,"All G20 member countries except the US on Saturday reaffirmed the 2015 Paris climate accord as ""irreversible"". German Chancellor Angela Merkel said there had been no compromise on climate change and called the US position ""regrettable"". However, the US affirmed its strong commitment to an approach that lowers emissions while supporting economic growth and improving energy security needs."
2650,Delhi Police may ban Ladies' Night for women?s safety,"Delhi Police may impose a ban on Ladies' Night in Hauz Khas Village till August 15 due to women safety issues, according to reports. Police officials have reportedly asked pubs and restaurants in the area to stop hosting such nights. ""Such nights lure many men and it creates a law and order problem,"" a police official said. "
2651,Shoot of SRK episode gets postponed after Kapil hospitalised,"The shooting of an upcoming episode of The Kapil Sharma Show, featuring Shah Rukh Khan and Anushka Sharma was postponed after Kapil was hospitalised on the day of the shoot. ""He was feeling uneasy and...doctors advised him to get admitted,"" said comedian Kiku Sharda, who features on the show. The episode was to promote the film 'Jab Harry Met Sejal'."
2652,Regret talking about Sridevi's Baahubali casting: Rajamouli,"Baahubali director SS Rajamouli has said that he regrets discussing Sridevi's casting for the film publicly and added that it was a mistake. Rajamouli had earlier said in an interview that they couldn't cast Sridevi due to her 'demands'. ""There were rumours that I asked for ?10 crore,"" said Sridevi and added that she was hurt by Rajamouli's remark."
2653,"Gurugram firm hit by ransomware, hackers demand ?24L Bitcoin","Servers of a Gurugram-based clothing company have reportedly been hit by a ransomware attack, with the hackers demanding about ?24 lakh in Bitcoin. In a police complaint, the company said that it received an email in which the hackers threatened to wipe out all its financial data and bank transactions if it did not meet the demands."
2654,"Trudeau mentions Grand Slam win, Modi says 'game set match'","Tagging Prime Minister Narendra Modi, Canadian Prime Minister Justin Trudeau on Friday re-tweeted a post about Indian tennis player Rohan Bopanna and Canadian player Gabriela Dabrowski. The two had won the mixed doubles title at the French Open. Modi replied, ""India & Canada is an ace partnership, advantageous to both nations, beneficial for the world. Game, set and match always."""
2655,Posting Andaman tribes' video on social media now punishable,"The Centre on Saturday notified that action would be taken against those who post videos and images of the protected Andaman and Nicobar Islands' tribal communities on social media. The National Commission for Scheduled Tribes has said the tribes come under a regulation that protects them from outside interference, violation of which is punishable with imprisonment up to three years."
2656,Manoj Tiwari urges Delhi traders to boycott Chinese goods,BJP Delhi President Manoj Tiwari on Friday urged Delhi's traders to stop selling Chinese goods to give a big blow to the Chinese economy. He added that China's economy was largely dependent on Indian markets and boycotting their goods would teach neighbours a lesson. He further said China was acting like a 'goonda' and is disturbed by India's growing power.
2657,Philippine cops propose Muslim ID cards to combat terrorism,"Authorities in the Central Luzon region of Philippines are reportedly considering issuing Muslim-only IDs to combat terrorism after a city in Mindanao was captured by Islamist militants. The move would allow identification of undesirable individuals and terrorists, officials said. Notably, President Duterte had blamed people of Marawi for sheltering ISIS sympathisers in the besieged city."
2658,BJP leader posts image from film to show WB Hindus' plight,"Amid communal violence in West Bengal, Haryana BJP leader Vijeta Malik shared an image from a Bhojpuri film to condemn the plight of Hindus in the state. The image was reportedly from a film starring BJP leader Manoj Tiwari and showed a woman being disrobed in public. In the post, Malik slammed the state government over the ill-treatment of Hindus."
2659,Indian team to tour SL for first full series in eight years,"The Sri Lankan cricket board on Friday announced that India will tour Sri Lanka for a full series, beginning with a Test match at Galle from July 26. This will be India's first series involving all the three formats of the game in eight years in Sri Lanka. India last toured the island nation in 2015 for a Test series."
2660,Kumar Mangalam Birla took ?22.5 crore salary from UltraTech,"Cement major UltraTech's Chairman and Non-Executive Director Kumar Mangalam Birla received an annual remuneration of ?22.50 crore in 2016-17. Birla's remuneration from UltraTech saw an increase of 18.2% from the previous financial year. Notably, his remuneration was in contrast to just ?3.3 lakh he earned from his group's telecom arm Idea Cellular. "
2661,Burhan Wani's family wanted him to surrender: Home Ministry,A Home Ministry official has revealed that the family of terror group Hizbul Mujahideen's slain commander Burhan Wani wanted him to surrender. Wani's relatives sought police intervention in 2013 after he left his home in 2010 and joined militancy at the age of 15. Wani was killed in an encounter with security forces on July 8 last year.
2662,25 cows die at govt-run shelter due to improper facilities,"At least 25 cows have died at a government-run cow shelter in Haryana's Kurukshetra district due to improper facilities, rains, and lack of food and water. While operations at the cow shelter have been suspended until repair work is carried out, other animals have been relocated to 20 other shelters running in the district, as per reports."
2663,Coincidence Ranbir's hair like Tintin: Jagga Jasoos director,"Jagga Jasoos director Anurag Basu has said it's a coincidence that Ranbir Kapoor's hairdo in the film is like the comic book character Tintin. He added, ""This look wasn't my first choice...[but] no other look...matched our narrative."" Basu further revealed that he had stacks of Tintin comics during childhood and details of such adventure stories stayed in his mind."
2664,43 McDonald's joints ran without health permits for 3 months,"A total of 43 McDonald's outlets in Delhi operated without valid health licenses for nearly three months from April 1, estranged India partner Vikram Bakshi alleged. Bakshi, an equal joint venture partner of McDonald's India in Connaught Plaza Restaurants, refused to sign licensing documents. Notably, McDonald's shut 43 of the 55 Delhi outlets over failure to renew eating house licences."
2665,"Man falls in love with sex worker, rescues her from brothel","A man rescued a 27-year-old sex worker from a brothel in Delhi's GB Road after falling in love with her. He said they have been together since he visited her as a customer two years ago. He wants to marry the girl, who came to India seeking employment after the 2015 Nepal earthquake, but was tricked into prostitution."
2666,"Sania, Bopanna register wins at their Wimbledon openers","Sania Mirza and her women's doubles partner, Belgium's Kirsten Flipkens, beat their Japanese-Chinese rivals Naomi Osaka and Shuai Zhang in straight sets to reach the Wimbledon second round. Meanwhile, French Open mixed doubles winner Rohan Bopanna and his partner Edouard Roger-Vasselin also advanced to the men's doubles second round. Leander Paes failed to advance, crashing out in the first round."
2667,"Govt approves renaming of Ganda, Kinnar villages in Haryana","The central government has approved the renaming of two villages in Haryana, after complaints from villagers. The Ganda village has been renamed to Ajit Nagar and Kinnar has been renamed to Gaibi Nagar. A teenage girl from Ganda had written to PM Narendra Modi, saying that the villagers were embarrassed to use the village name, which means 'dirty' in English."
2668,Kohli surpasses Tendulkar to record most ODI tons in chases,"Indian captain Virat Kohli on Thursday scored his 18th ODI hundred in run chases, the most by any batsman in ODI history. Kohli achieved the feat in 102 innings during the fifth ODI against Windies, overtaking Sachin Tendulkar who had 17 tons in 232 innings batting second. Overall, it was Kohli's 28th ODI ton, the joint third-most in 50-over cricket."
2669,Customers should report fraud in 3 days to avoid losses: RBI,"Customers will not suffer any loss if unauthorised electronic banking transactions are reported within three days, according to RBI. Further, the amount involved will be credited to the accounts concerned within 10 days. These rules will be applicable for third-party breaches, where the deficiency lies neither with the bank nor with the customer but elsewhere in the system."
2670,Congress slams AAP govt for delaying Delhi Metro Phase IV,"The Congress on Tuesday slammed the AAP government for delaying the fourth phase of the Delhi Metro project by not paying its due share of taxes. In cities where Metro rail projects are joint ventures, the state governments concerned are mandated to pay both state taxes as well as their share of subordinate debt, a Delhi Congress spokesperson said."
2671,Subramanian shares pic of Rajinikanth at casino in US,"BJP MP Subramanian Swamy has shared a picture on Twitter of actor Rajinikanth at a casino in the US, where he is said to be playing poker. Swamy, while slamming the actor for 'gambling', further wrote on Twitter, ""What is his ailment for which he has to go to US?"" Rajinikanth is reportedly in USA for his regular medical check-up."
2672,Quit by 10 AM tomorrow or get fired: Tech Mahindra to worker,"A Tech Mahindra employee was asked by an HR executive to resign by 10 AM the next day or else face termination, an audio clip revealed. The executive told him that this was part of cost optimisation. When the employee tried to reason with her, she told him the company reserves all rights to let associates go whenever it wants."
2673,Current GST a mockery and imperfect: Former Finance Minister,"Former Finance Minister P Chidambaram has said that current GST is ""imperfect"", ""a mockery"", and should have been delayed by two months. ""The aim was that one indirect tax will subsume all other indirect taxes. This GST fails to achieve that,"" he said. He further added that Congress will press for the reduction in rates and an 18% cap."
2674,Demonetisation added 91 lakh new taxpayers: Govt,"Union Minister of State for Finance Arjun Ram Meghwal on Thursday said that about 91 lakh new taxpayers have been added after demonetisation. ""Demonetisation has promoted digital economy. Increased digital transaction has hurt the shadow economy which was flourishing unchecked,"" he said. Meghwal added that when history would be written, 2017 would be remembered as the year of economic reforms. "
2675,TN theatres to open from Friday as strike gets called off,The indefinite strike of movie theatres called by Tamil Nadu Theatre Owners and Distributors Association was withdrawn today and theatres are set to open from Friday. The association's President Abirami Ramanathan said that a committee comprising TN government and the association's representatives has been formed to sort out the issue of 30% additional tax being levied over and above GST.
2676,Modi pays homage to Indian World War I heroes in Israel,"PM Narendra Modi visited the Haifa Indian Cemetery in Israel today and paid his homage to  Indian soldiers who laid down their lives during the World War I in 1918. ""I am deeply honoured to stand here today to salute the valiant Indian soldiers,"" Modi said. The war heroes died while protecting Haifa from the forces of the Ottoman Empire. "
2677,Man stabs woman multiple times over one-sided love,"A man stabbed a 21-year-old aspiring air hostess multiple times on a busy street in Mansarovar Park area of Delhi in an alleged case of one-sided love affair. While the woman was admitted to GTB Hospital where she succumbed to her injuries, the accused is on the run. The incident was captured on the CCTV cameras installed in the neighbourhood."
2678,India don't play Pakistan team as they are scared: PCB head,"Pakistan Cricket Board (PCB) chairman Shaharyar Khan has said that India do not want to face Pakistan because they are scared of the Pakistani team after having lost the Champions Trophy 2017 final against them. According to a MoU signed by the BCCI and PCB, India and Pakistan were supposed to play several bilateral series from 2015 to 2023."
2679,Sachin's son's yorker gives injury scare to Eng's Bairstow,"Bowling at England cricket team's net session, Sachin Tendulkar's son Arjun, a left-arm seamer, caught England's wicketkeeper-batsman Jonny Bairstow on the foot with a yorker. Bairstow was seen limping out of the ground and had to receive treatment. Bairstow's injury was not serious as he made it to England's final XI which is facing SA in a Test at Lord's."
2680,Obviously not cool for staff to sue Tesla for millions: Musk,"In a company-wide email, Tesla CEO Elon Musk told employees that it's ""obviously not cool"" when ""someone in a less represented group"" sues Tesla for millions of dollars because they felt they weren't promoted enough. The email was reportedly sent a few days after Tesla fired a female engineer who accused the automaker of ignoring her sexual harassment complaints. "
2681,Paintings from ?200 cr collection go missing at Air India HQ,"An unknown number of paintings from a ?200 crore collection, including works of artists like MF Husain and Jatin Das, have gone missing from Air India headquarters in Mumbai. Union Minister Jayant Sinha said the government was looking into allegations of the paintings going missing. The airline reportedly wanted to open a public museum where the paintings would be showcased."
2682,NDMC fails to rename Teen Murti Marg before PM's Israel tour,"The New Delhi Municipal Council (NDMC) has failed to rename Teen Murti Marg after Israeli city 'Haifa' before Prime Minister Narendra Modi's visit to the Jewish nation. ""No final call has been taken on the proposal yet...We are not sure whether it will be scrapped totally or reconsidered later,"" NDMC Vice Chairman Karan Singh Tanwar said."
2683,Actresses who are bad may share the bed: Kerala MP Innocent,"Kerala MP Innocent Vareed Thekkethala, President of the Association of Malayalam Movie Artists, said today that though casting couch no longer exists, bad actresses can opt for it. ""The moment you make an imprudent request to a woman in this day and age, [t]hey will speak about it openly...But if the women are bad, they may share the bed""."
2684,Bengaluru witnesses its first lesbian marriage,"In a first in Bengaluru, a case of lesbian marriage has been reported wherein a 25-year-old woman tied the knot with her 21-year-old distant relative at a temple in Koramangala. While the parents of the younger one filed a missing complaint initially, police investigation later revealed that the duo was married. Notably, same-sex marriages are not legal in India."
2685,Several female Tesla employees claim harassment at workplace,"According to a report by The Guardian, several female employees at Tesla have complained about sexual harassment, mistreatment by male managers, and unfair promotion decisions at a recent town hall meeting. One woman described Tesla's factory as a ""predator zone"" for harassment. In June, Tesla fired a female engineer who accused the automaker of ignoring her complaints of sexual harassment."
2686,Not letting Pak actors like Fawad work here a problem: Ratna,"Actress Ratna Pathak Shah has said that not letting Pakistani actors like Fawad Khan work in India is a problem. She added, ""Nobody is unhappy that these poor guys have been thrown out of the business."" Notably, Ratna has worked with Fawad in the films 'Khoobsurat' (2014) and 'Kapoor & Sons' (2016).nn"
2687,DU to include GST in curriculum of commerce programmes,"To help students comprehend the newly introduced Goods and Services Tax (GST), Delhi University's academic council approved the inclusion of GST in the curriculum of commerce programmes. The ""one nation one tax"" section will be taught from this academic session to students in programmes such as B Com (Hons), B Com (Prog) and BA (Prog)."
2688,How PM Modi is related with India-Israel ties since birth,"Prime Minister Narendra Modi shares a connection with the ties between India and Israel due to a date acting as a coincidence. India had officially recognised Israel as a nation on 17 September 1950, allowing the latter to open its consulate in Mumbai. Coincidentally, it was also on the same date that PM Narendra Modi was born in Gujarat's Vadnagar."
2689,"UP suffers ?5,000-crore loss post liquor ban along highways","The Uttar Pradesh government has incurred a loss of about ?5,000 crore in 2016-17 following the Supreme Court order banning all liquor shops along national and state highways. Of the 8,591 highway liquor shops affected, 3,000 shop owners have surrendered their liquor licences. UP Excise Department said that it could generate only ?14,000 crore against a target of ?19,000 crore."
2690,Petya hackers clean out ?7 lakh Bitcoin from ransom wallet,"Hackers behind the Petya ransomware attack, which hit computers in over 60 countries in late June, have wiped out nearly ?7 lakh worth of bitcoins from the digital wallet used to receive ransoms. After reports suggested that the hackers may be state-sponsored actors, they left a message offering to decrypt every infected computer for a one-off payment of ?1.7 crore."
2691,Shah Rukh has gifted Salman Khan a luxury car: Reports,"According to reports, Shah Rukh Khan has gifted Salman Khan a luxury car to thank him for his guest appearance in Aanand L Rai's upcoming film. A source said, ""Salman was shocked...but because he had managed his dates...on such a short notice, SRK wanted to gift him something."" Salman is reportedly doing a dance sequence in the film. "
2692,Complaint against Vishwas for remarks on women on Kapil show,"A police complaint has been lodged against Aam Aadmi Party leader and poet Kumar Vishwas for making derogatory remarks against women on The Kapil Sharma Show. Vishwas was on the show on Saturday when he said, ""Chunav mein...jis ladki se aapka affair chalao uske pati ko jijaji kehna padta hai, jijaji vote de dena samaan to aap le hi gaye."""
2693,GST will lead to inflation as well as confusion: Digvijaya,"Slamming the BJP for GST rollout, Congress leader Digvijaya Singh has said GST would not succeed and would give rise to inflation as well as confusion. ""Celebrations took place at midnight as if the country has got second freedom"", Singh said. He further added that the countries where the GST is successful, have a single tax slab structure."
2694,India defeat Pakistan to win Asian Snooker Championship,"The Pankaj Advani-led Indian snooker team defeated Pakistan in the final of the Asian Team Snooker Championship on Wednesday. Advani remained the only player to not lose a single individual match in the team event. This title brings up Advani's second Asian title this season and the 8th overall, while it was the first title for Advani's teammate Laxman Rawat."
2695,Credit card bill payments exempt from ?2L cash dealing limit,"Restrictions on cash dealings of ?2 lakh or more will not apply to credit card bill payments, the Revenue Department has clarified on Monday. Earlier, the government banned cash transaction of ?2 lakh or above with effect from April 1, 2017. The move was aimed at curbing black money by discouraging cash transactions and promoting digital economy."
2696,BJP leader who was caught kissing woman in bus arrested,"Maharashtra BJP leader Ravindra Bawanthade, who was accused by a woman of raping her after a video showing them kissing on a bus went viral, has been arrested. The 19-year-old girl, who studies in a school in Chandrapur district where the 48-year-old politician is a supervisor, had filed the rape case against him."
2697,World's tallest 8-year-old boy is 6 feet 6 inches,"A Meerut-based boy is 6 feet 6 inches tall, making him the world's tallest eight-year-old. Karan Singh set the Guinness World Record for being the tallest and heaviest baby as he was 63 cm tall and weighed 7.8 kg as a newborn. Karan said he doesn't feel embarrassed by his height and hopes to become a basketball player or doctor. n"
2698,Don't know why I was against joining social media: Katrina,"Actress Katrina Kaif has said that she does not know why she was so against joining social media. ""My mind was blocked completely, I wasn't even ready for a discussion. But now that I have come on it, I really like it. I really enjoy it,"" added Katrina. The 33-year-old actress made her debut on social media by joining Facebook."
2699,"I'm so scared, nervous: Alia on playing a Kashmiri in Raazi","Actress Alia Bhatt, while talking about playing a Kashmiri character in the upcoming film Raazi, said, ""I am so scared and nervous to go on this journey, because of the kind of intensity of this character."" Directed by Meghna Gulzar, the film has been set during the 1971 war between India and Pakistan. "
2700,Centre gave ?68 crore subsidy to slaughterhouses: RTI,"An RTI response revealed that between 2014 and 2017, the Modi government has provided nearly ?68 crore as subsidy to states to run slaughterhouses. The Ministry for Food Processing Industries said that the subsidy was provided for a scheme run by the government for the establishment and modernisation of slaughterhouses. A local JD(U) leader from Darbhanga had filed the RTI."
2701,Soundarya Rajinikanth and Ashwin's divorce finalised,"Rajinikanth's daughter Soundarya Rajinikanth and her husband Ashwin Ramkumar were legally granted a divorce by a family court in Chennai on Tuesday. Soundarya Rajinikanth had confirmed her separation in September last year while tweeting, ""We have been separated for over a year."" Nothing has been revealed yet about the custody of their son."
2702,Priyanka among front row attendees at Armani's show in Paris,"Actress Priyanka Chopra was among the front-row attendees at Italian fashion house Giorgio Armani's Haute Couture Fall/Winter 2017-2018 show at Paris Fashion Week. She wore a white asymmetrical Armani couture dress and a pair of brogues at the event. Other front-row attendees included actresses Kate Winslet, Sophia Loren and Isabelle Huppert. "
2703,Kamal Haasan should be TN CM for a day: Director Alphonse,"Filmmaker Alphonse Puthren wrote in a Facebook post that Kamal Haasan should be the Chief Minister of Tamil Nadu for a day similar to the storyline of the film 'Mudhalvan'. ""[H]ope it happens soon. He would take government to next level with his innovative ideas,"" he added. Alphonse further said if he has said something wrong he should be forgiven."
2704,"Pic of SRK, Salman from upcoming film's set surfaces online","A picture of Shah Rukh Khan and Salman Khan from the sets of Aanand L Rai's upcoming film has surfaced online. Salman will be part of a dance sequence in the yet to be titled film. As per reports, Shah Rukh will portray the role of a dwarf in the film, which will also star Katrina Kaif and Anushka Sharma."
2705,"Graves on the rise, but no land to live: Delhi HC","Delhi High Court on Tuesday observed that the way graveyards are expanding in the state, there would be no place to live. Asking the authorities to find out best burial practices followed elsewhere in the world, the bench remarked, ""Hindus started opting for electric cremation as there may not be enough wood... what can be the substitute for Muslims?"""
